engine_capacity_cc,fuel_category,owner_count,car_brand,transmission_type,exterior_color,fuel_efficiency_kmpl
5000,Petrol,2,Toyota,Manual,Gray,21.78150249
2500,Petrol,1,Kia,Automatic,Black,24.17686704
2000,Petrol,5,Tesla,Automatic,Silver,18.31816678
4000,Petrol,3,BMW,Automatic,White,10.25572189
2500,Petrol,2,Honda,Manual,Red,22.71564382
1200,Diesel,5,Nissan,Manual,Silver,22.63841085
5000,Petrol,2,Chevrolet,Manual,Silver,20.70791941
5000,Petrol,1,Ford,Manual,Black,18.956866
2000,Electric,3,Chevrolet,Automatic,Gray,22.93586549
1000,Diesel,4,BMW,Automatic,Gray,7.293335222
3000,Diesel,1,Tesla,Manual,Silver,23.24511806
5000,Electric,4,Toyota,Manual,White,12.50837777
4000,Electric,2,Toyota,Automatic,Gray,13.74185142
3000,Diesel,5,BMW,Automatic,Blue,24.33268463
1200,Diesel,1,Hyundai,Automatic,Silver,7.121240383
1200,Electric,1,Chevrolet,Automatic,White,20.23937634
2000,Petrol,2,Toyota,Manual,Blue,11.24855782
1200,Petrol,5,Volkswagen,Automatic,Red,20.65204657
1200,Electric,3,Nissan,Automatic,Red,18.25342434
1800,Petrol,1,Chevrolet,Automatic,White,23.83455009
4000,Petrol,5,Toyota,Manual,Gray,23.11044285
1500,Electric,2,Nissan,Automatic,Black,14.64333821
2000,Petrol,2,Honda,Manual,Blue,13.76071802
2500,Electric,1,Volkswagen,Automatic,Blue,19.01452352
2000,Electric,1,Chevrolet,Automatic,Black,14.71773476
1800,Petrol,2,BMW,Manual,Blue,19.92825357
4000,Diesel,1,Toyota,Automatic,Blue,22.4672499
5000,Petrol,3,Nissan,Manual,White,25.21144926
1800,Petrol,2,Honda,Automatic,Red,13.60882657
4000,Diesel,4,Kia,Manual,Black,17.24892841
1200,Diesel,5,Kia,Manual,Gray,9.050196054
2000,Petrol,5,Toyota,Manual,Red,23.82455451
2500,Electric,1,Honda,Manual,Gray,17.95181656
1800,Electric,1,Volkswagen,Manual,Silver,21.82420252
5000,Petrol,1,Ford,Manual,Silver,12.92848094
2000,Electric,1,Tesla,Automatic,Gray,23.83250796
1200,Petrol,1,Kia,Manual,Black,23.15905959
1000,Electric,4,Chevrolet,Automatic,Black,12.13998568
5000,Petrol,2,Nissan,Automatic,Silver,11.92370004
1000,Electric,2,BMW,Automatic,White,12.98735162
1000,Petrol,4,Kia,Manual,White,25.9415535
1200,Diesel,3,Kia,Manual,White,21.50376764
2000,Petrol,4,Hyundai,Manual,Blue,15.74357888
4000,Diesel,5,Tesla,Manual,Red,18.29005551
5000,Electric,3,Volkswagen,Automatic,Gray,15.07372839
1800,Petrol,1,Hyundai,Automatic,Black,21.39503996
3000,Diesel,2,BMW,Manual,White,20.55995052
1000,Diesel,2,Tesla,Manual,White,21.84552962
2500,Petrol,4,Hyundai,Manual,Red,15.0673174
1200,Diesel,2,Hyundai,Automatic,Silver,23.09444625
3000,Petrol,2,Volkswagen,Automatic,Silver,15.95161103
2500,Electric,5,Ford,Manual,Red,16.80982634
800,Electric,1,Ford,Automatic,Silver,19.13461108
5000,Electric,1,Tesla,Automatic,Blue,8.81341398
3000,Electric,5,Ford,Manual,Black,11.99098204
4000,Petrol,2,Hyundai,Manual,Black,13.71499129
1500,Diesel,1,Chevrolet,Manual,Red,16.31107321
800,Electric,3,Nissan,Automatic,Gray,14.69290897
1000,Diesel,4,Volkswagen,Automatic,White,16.04960442
2500,Diesel,4,Honda,Manual,White,10.61568517
2000,Petrol,1,Chevrolet,Automatic,White,13.32898457
5000,Petrol,1,Volkswagen,Manual,Gray,19.56778396
800,Diesel,2,Chevrolet,Automatic,Silver,19.94382579
1500,Electric,5,Toyota,Manual,Gray,22.45102819
4000,Diesel,5,Ford,Manual,Black,15.4211597
5000,Electric,4,Chevrolet,Manual,Blue,13.85802441
1200,Diesel,3,Honda,Automatic,Gray,22.23049373
2000,Electric,5,Chevrolet,Automatic,Red,17.88830959
1200,Petrol,2,BMW,Manual,Red,27.1179428
800,Diesel,3,Tesla,Automatic,Red,14.87054228
2000,Petrol,1,Hyundai,Manual,Silver,15.15019572
3000,Electric,3,Volkswagen,Manual,Gray,14.97747615
4000,Diesel,1,Chevrolet,Automatic,Gray,23.94638806
800,Diesel,3,BMW,Manual,Blue,17.10922194
2500,Diesel,5,Volkswagen,Manual,Gray,24.1608639
1500,Petrol,2,Honda,Automatic,Red,9.439134832
2000,Diesel,5,Ford,Automatic,Gray,24.11906083
1800,Petrol,4,Volkswagen,Automatic,White,16.50272185
1000,Diesel,4,Toyota,Automatic,Gray,10.83013284
2500,Diesel,5,Toyota,Manual,Black,15.77189027
5000,Petrol,3,Ford,Manual,White,12.72926697
800,Electric,5,Nissan,Automatic,Red,20.01812919
1800,Diesel,3,Chevrolet,Manual,Silver,19.20371194
1500,Diesel,1,Toyota,Manual,Silver,13.7482925
5000,Petrol,5,Kia,Manual,Gray,14.87282136
1200,Electric,3,Kia,Manual,Gray,22.69926205
5000,Petrol,3,Honda,Automatic,Red,23.3612408
2500,Diesel,4,Volkswagen,Automatic,Silver,7.43172192
5000,Petrol,5,Tesla,Automatic,Gray,28.52821978
1000,Diesel,1,Volkswagen,Manual,Silver,17.29725187
2500,Diesel,3,Kia,Manual,White,22.75460844
1800,Petrol,2,BMW,Manual,Silver,21.38171689
5000,Petrol,5,Ford,Automatic,Gray,20.47669945
1200,Electric,2,Toyota,Automatic,White,23.57564188
2500,Diesel,4,Ford,Automatic,Silver,23.5694455
3000,Diesel,5,Toyota,Automatic,Red,23.63821416
5000,Electric,4,Kia,Automatic,Black,19.27647234
1000,Diesel,4,Kia,Manual,Blue,18.5518673
1200,Diesel,4,Volkswagen,Automatic,Black,10.87734742
800,Electric,1,BMW,Manual,Gray,14.93729294
3000,Electric,2,Volkswagen,Manual,Black,18.72933565
2500,Petrol,2,Kia,Automatic,White,13.46919669
800,Electric,3,Nissan,Automatic,Gray,19.75963619
800,Petrol,4,Kia,Automatic,Silver,15.50306787
1500,Diesel,4,Toyota,Automatic,Silver,28.19308772
800,Diesel,3,Tesla,Automatic,Gray,18.77555595
5000,Diesel,2,Ford,Automatic,Silver,21.53911704
4000,Electric,5,BMW,Automatic,Gray,15.04058442
2500,Electric,3,Kia,Manual,Red,20.09053441
5000,Petrol,2,Ford,Automatic,Silver,25.84598734
1800,Diesel,1,Kia,Automatic,Black,15.91369166
1200,Diesel,4,BMW,Manual,White,9.266482518
800,Petrol,1,Kia,Manual,Red,22.45560335
1200,Electric,5,Toyota,Automatic,Gray,21.48414893
2000,Diesel,1,Chevrolet,Automatic,White,17.57437501
1500,Diesel,1,Ford,Automatic,Blue,11.6486507
2000,Petrol,5,Honda,Manual,Blue,22.11597235
2500,Electric,5,Volkswagen,Manual,White,18.45935487
800,Petrol,4,Honda,Manual,Red,23.68288083
1200,Diesel,2,Ford,Manual,Silver,11.51011341
4000,Diesel,3,Toyota,Automatic,Red,22.06511347
4000,Diesel,5,Volkswagen,Manual,Red,18.86583896
4000,Electric,2,Honda,Manual,Black,22.4516498
3000,Petrol,5,Honda,Manual,Silver,19.62090952
2500,Diesel,4,Ford,Automatic,Gray,17.81817726
1500,Diesel,1,Toyota,Automatic,Blue,21.89853709
5000,Diesel,2,Chevrolet,Automatic,Blue,18.014084
1200,Diesel,4,Ford,Manual,Silver,13.01398646
3000,Electric,5,Hyundai,Manual,Black,17.92606492
1800,Petrol,3,Volkswagen,Manual,Gray,8.066455348
2500,Petrol,3,Tesla,Manual,Blue,23.15726386
1200,Diesel,5,Volkswagen,Manual,Silver,18.10644568
4000,Diesel,5,Chevrolet,Manual,White,12.57236419
3000,Diesel,5,Honda,Automatic,Black,12.90033851
2000,Diesel,1,Tesla,Automatic,Red,17.9434735
1000,Diesel,4,Tesla,Automatic,Red,15.40533503
1000,Diesel,1,Ford,Automatic,Gray,17.81755908
4000,Electric,1,BMW,Automatic,Blue,22.78659577
4000,Electric,1,Kia,Automatic,Blue,15.14188782
4000,Diesel,2,Nissan,Automatic,Blue,18.54472298
3000,Petrol,2,Chevrolet,Manual,Gray,14.66610138
2500,Electric,4,Hyundai,Manual,Red,12.88705566
1500,Electric,4,Nissan,Automatic,Black,11.27116075
1800,Petrol,3,Hyundai,Manual,Gray,21.29129885
2000,Electric,1,Toyota,Automatic,Red,14.42677831
2000,Diesel,4,Toyota,Manual,Gray,19.88975791
800,Electric,1,Nissan,Automatic,Silver,18.51596168
2500,Petrol,4,Toyota,Automatic,White,26.83895854
800,Electric,4,Ford,Automatic,Blue,19.79631659
3000,Petrol,5,Toyota,Manual,Red,17.35201179
1000,Electric,3,Kia,Manual,Red,11.6153492
4000,Diesel,3,Toyota,Automatic,Silver,13.59431725
5000,Diesel,2,Tesla,Automatic,Silver,13.77643018
1200,Petrol,2,Toyota,Manual,Gray,27.19601548
4000,Diesel,3,Kia,Manual,Blue,17.1897181
1800,Petrol,4,Hyundai,Manual,Blue,19.73603525
1000,Electric,5,Chevrolet,Automatic,Silver,16.99968564
1800,Diesel,5,Ford,Automatic,Red,17.86936713
1200,Diesel,5,BMW,Manual,Black,22.54188716
5000,Petrol,3,Ford,Manual,Black,22.72611819
1500,Petrol,5,Nissan,Automatic,Silver,26.02088094
1000,Petrol,4,Nissan,Automatic,Silver,18.55720744
1200,Diesel,2,Toyota,Automatic,Red,15.14363746
1000,Petrol,2,Hyundai,Automatic,Black,14.07017454
4000,Petrol,1,Chevrolet,Automatic,White,19.95230531
2500,Diesel,3,Honda,Automatic,Black,22.35180339
3000,Petrol,4,Kia,Automatic,Silver,19.7980535
800,Petrol,5,Honda,Automatic,Red,18.03112707
1200,Electric,3,Hyundai,Automatic,Black,24.20375817
1000,Electric,4,Kia,Automatic,White,19.8635719
3000,Electric,3,Volkswagen,Manual,Blue,15.72013953
1000,Petrol,3,Nissan,Manual,Silver,17.78602875
1800,Petrol,5,Hyundai,Automatic,Silver,20.86522311
2500,Electric,4,Nissan,Automatic,Blue,21.87931457
1500,Petrol,3,Toyota,Automatic,Red,10.20021802
1800,Electric,2,Ford,Automatic,White,13.00898257
1000,Electric,5,BMW,Manual,Black,18.3381171
1500,Electric,1,Kia,Manual,White,22.74795844
800,Electric,4,Nissan,Automatic,Red,23.97615153
1500,Petrol,2,Volkswagen,Manual,Gray,22.03357786
1200,Petrol,5,Toyota,Automatic,Black,22.30097291
1800,Electric,2,Ford,Automatic,Gray,19.47787736
1200,Diesel,3,Hyundai,Manual,Red,13.32478838
1500,Diesel,2,Toyota,Manual,White,20.73492426
1800,Petrol,4,Tesla,Manual,White,18.98128665
3000,Petrol,2,Toyota,Manual,Silver,12.41775186
1800,Electric,4,Hyundai,Automatic,Black,8.584507873
5000,Petrol,2,Kia,Automatic,Blue,25.7268427
800,Diesel,2,Tesla,Automatic,White,7.582176586
1500,Electric,2,Volkswagen,Manual,White,21.7502102
2000,Electric,1,Toyota,Automatic,Red,20.23023767
2000,Petrol,5,Ford,Manual,Gray,21.1241856
4000,Petrol,2,Nissan,Manual,Gray,23.53914902
3000,Electric,5,BMW,Automatic,Blue,10.7618056
1800,Petrol,3,Nissan,Automatic,Black,17.74247713
5000,Diesel,2,Chevrolet,Manual,Red,23.47068032
2500,Petrol,4,Honda,Automatic,Silver,25.37300208
800,Diesel,4,Chevrolet,Automatic,Blue,19.86855744
2500,Electric,3,Tesla,Automatic,Black,19.32570486
800,Petrol,5,Tesla,Manual,Red,25.60963358
1000,Electric,2,Ford,Manual,Silver,15.72288695
5000,Diesel,2,Toyota,Automatic,Black,15.8142647
4000,Petrol,3,Hyundai,Automatic,Black,23.63269749
1200,Diesel,2,Toyota,Manual,White,12.39967448
2000,Diesel,4,Honda,Manual,White,14.7556034
4000,Diesel,5,Hyundai,Manual,White,12.64721959
3000,Electric,4,Kia,Manual,Silver,14.43584225
2500,Diesel,3,Hyundai,Manual,Blue,11.61718973
1000,Electric,2,Volkswagen,Automatic,Black,20.90550611
3000,Petrol,2,BMW,Manual,Silver,14.26974887
1000,Electric,2,Chevrolet,Automatic,Silver,9.824863443
2000,Petrol,5,Hyundai,Manual,Blue,23.17533992
2500,Diesel,3,Honda,Manual,Blue,21.65237121
2500,Electric,3,Nissan,Manual,Silver,18.26387693
1000,Petrol,2,Tesla,Automatic,Black,20.16910358
3000,Electric,1,Tesla,Manual,Silver,25.07926681
800,Electric,3,Nissan,Manual,White,20.79903545
800,Petrol,5,Toyota,Manual,Blue,25.99766367
1800,Petrol,3,Hyundai,Manual,Red,18.81958939
4000,Diesel,2,Nissan,Manual,Gray,15.44812491
2000,Electric,4,Tesla,Manual,Red,11.50187693
5000,Diesel,2,Volkswagen,Automatic,Silver,16.83645382
1500,Electric,3,Toyota,Automatic,Blue,14.0203865
4000,Electric,4,Tesla,Automatic,Gray,8.947539657
1800,Petrol,3,Kia,Automatic,Blue,17.74508628
1500,Diesel,5,Hyundai,Automatic,Black,10.71757999
1000,Diesel,1,BMW,Automatic,Silver,18.46021241
5000,Diesel,1,Volkswagen,Manual,Black,7.781510817
1800,Electric,2,Chevrolet,Automatic,Gray,22.71003121
800,Electric,5,BMW,Automatic,Silver,16.28560757
2000,Diesel,4,Ford,Automatic,Silver,18.51580104
2000,Electric,2,Toyota,Manual,Silver,24.53245988
4000,Electric,2,BMW,Manual,Black,16.59072442
1800,Electric,5,Volkswagen,Automatic,White,16.09145101
1800,Electric,3,Volkswagen,Manual,Red,15.93261289
5000,Petrol,5,Chevrolet,Manual,White,17.38158684
3000,Electric,5,Honda,Automatic,Blue,14.4724922
1200,Diesel,3,Kia,Manual,Black,19.06535528
2500,Electric,1,Volkswagen,Manual,White,17.10830775
2500,Electric,4,Honda,Automatic,Red,20.05896581
3000,Electric,4,Volkswagen,Automatic,Black,25.49730617
3000,Diesel,3,Chevrolet,Automatic,Gray,19.89736528
5000,Petrol,2,Honda,Automatic,Blue,24.54573733
3000,Diesel,3,Kia,Manual,Red,12.76777199
2500,Petrol,1,Hyundai,Manual,Silver,15.44421537
800,Petrol,5,Nissan,Manual,Blue,20.62775358
1800,Electric,1,Volkswagen,Automatic,White,8.900954163
1200,Diesel,2,Honda,Automatic,Blue,15.8747507
1200,Diesel,5,Kia,Manual,Blue,12.12388287
1500,Diesel,5,Chevrolet,Manual,Blue,20.30937611
4000,Electric,4,Honda,Manual,Red,18.08792946
5000,Petrol,2,Ford,Manual,Black,20.30029421
3000,Diesel,5,Nissan,Automatic,Red,15.06270723
3000,Petrol,1,Hyundai,Automatic,Silver,18.78794687
1800,Petrol,3,Toyota,Manual,White,10.68580859
2500,Diesel,2,Ford,Automatic,Blue,18.97426794
1000,Petrol,2,Chevrolet,Automatic,Silver,18.02949955
800,Electric,4,Toyota,Automatic,Black,24.0501727
1800,Electric,4,Tesla,Manual,White,15.02551399
4000,Diesel,2,Toyota,Manual,Black,19.98616526
1500,Electric,3,Nissan,Automatic,Black,18.25640159
800,Petrol,3,BMW,Manual,Silver,14.53076456
5000,Diesel,5,Chevrolet,Automatic,Silver,16.59357767
3000,Diesel,2,Nissan,Automatic,Silver,19.56401048
2500,Electric,3,Chevrolet,Automatic,White,9.589318481
800,Diesel,1,Nissan,Manual,Black,19.68048006
4000,Electric,1,Honda,Automatic,Red,26.15123572
3000,Electric,2,Toyota,Automatic,Black,17.65063026
2000,Petrol,4,Honda,Manual,Red,14.80608617
1500,Diesel,2,Toyota,Manual,Black,6.125539509
4000,Electric,5,Honda,Manual,Silver,8.717707145
1000,Diesel,2,Tesla,Automatic,Blue,16.62574091
2000,Diesel,3,Ford,Manual,White,16.37612544
2000,Diesel,3,Toyota,Automatic,Silver,26.26099553
5000,Electric,4,Kia,Manual,Blue,15.81426402
5000,Petrol,5,Chevrolet,Automatic,Blue,12.17411991
1000,Diesel,1,Volkswagen,Automatic,Gray,22.31614082
2000,Diesel,5,BMW,Automatic,Silver,21.40025417
800,Diesel,5,Kia,Automatic,Silver,23.79783859
3000,Petrol,5,Nissan,Automatic,Red,13.94413211
800,Petrol,2,Hyundai,Manual,Silver,19.38044307
800,Diesel,4,Honda,Manual,Red,19.93161499
3000,Electric,4,BMW,Automatic,Silver,25.67916835
4000,Electric,1,Volkswagen,Automatic,Red,20.83939002
2000,Diesel,2,Ford,Manual,Gray,22.56950609
2500,Diesel,1,Toyota,Automatic,Blue,29.3149383
3000,Diesel,1,BMW,Automatic,White,14.03766744
1000,Petrol,2,Chevrolet,Manual,Silver,23.5163417
2000,Diesel,5,Kia,Manual,Gray,10.87346018
1200,Diesel,3,BMW,Manual,Blue,27.33102671
1200,Electric,3,Ford,Automatic,White,16.43209786
4000,Electric,4,Kia,Manual,Silver,14.7020654
2500,Electric,2,Ford,Manual,Red,15.4993981
5000,Diesel,1,BMW,Automatic,Black,21.35107911
2500,Electric,3,Ford,Manual,Gray,12.11469998
1200,Electric,3,Ford,Manual,Silver,15.71545228
2500,Diesel,5,Toyota,Automatic,Gray,15.99220889
5000,Electric,4,Hyundai,Automatic,Blue,12.62718066
1800,Electric,2,Toyota,Automatic,Black,14.87147284
5000,Electric,2,Ford,Automatic,Silver,19.91066294
3000,Diesel,3,Volkswagen,Manual,White,22.93485971
1200,Diesel,1,Kia,Automatic,Blue,15.48228148
3000,Diesel,3,Volkswagen,Automatic,Blue,20.95316465
2500,Electric,4,Volkswagen,Automatic,Gray,15.58323309
3000,Diesel,4,Volkswagen,Manual,Silver,18.44553174
1500,Diesel,3,BMW,Automatic,White,12.36505161
800,Electric,3,Kia,Automatic,Red,20.99882071
5000,Diesel,2,Volkswagen,Automatic,Black,17.45149581
1800,Diesel,5,Nissan,Automatic,Black,21.74566393
1200,Petrol,1,Chevrolet,Manual,Silver,13.89094607
1200,Diesel,2,Chevrolet,Automatic,Black,16.64902757
5000,Electric,2,Hyundai,Automatic,White,15.86311644
2000,Diesel,2,Kia,Manual,Gray,18.72539092
1800,Petrol,4,Chevrolet,Automatic,Red,19.27569875
4000,Electric,3,Honda,Manual,Gray,22.27150839
3000,Electric,3,Honda,Manual,Silver,19.07352372
3000,Diesel,2,Tesla,Manual,Red,15.22059344
2000,Diesel,1,Volkswagen,Automatic,White,12.37695393
2500,Electric,5,Ford,Manual,Gray,15.66673996
4000,Petrol,4,Tesla,Manual,Red,18.05245869
3000,Diesel,5,Ford,Automatic,Blue,21.26494057
800,Diesel,1,Toyota,Automatic,White,13.52535874
800,Petrol,4,Honda,Manual,Red,16.91263887
1500,Petrol,2,Honda,Automatic,Silver,14.93873657
1800,Electric,5,Ford,Manual,White,27.95833672
1500,Petrol,3,Tesla,Automatic,Black,26.18073559
800,Petrol,1,Chevrolet,Manual,Red,18.47603241
1200,Diesel,3,BMW,Automatic,Silver,16.16250397
1200,Diesel,5,Ford,Manual,Black,18.28606917
1000,Diesel,2,Chevrolet,Manual,Silver,11.87511862
2500,Diesel,3,Ford,Manual,Black,20.24269385
3000,Diesel,1,Volkswagen,Manual,Red,17.26088089
1800,Electric,5,Nissan,Automatic,Silver,14.21688006
1200,Electric,5,Toyota,Manual,White,21.66241832
3000,Electric,2,BMW,Manual,Blue,19.91426111
1500,Electric,3,Ford,Manual,White,12.21230138
2500,Electric,3,Chevrolet,Manual,White,24.32963184
1000,Petrol,3,BMW,Manual,Black,14.76859098
1000,Diesel,5,Volkswagen,Automatic,White,20.30919844
5000,Diesel,2,Tesla,Manual,Red,24.83769584
5000,Electric,1,Ford,Manual,Silver,19.66701936
1500,Diesel,1,Toyota,Manual,Gray,22.05500767
4000,Petrol,4,Volkswagen,Automatic,Red,13.37211028
1500,Diesel,3,Hyundai,Automatic,Blue,14.77818204
1200,Diesel,2,Toyota,Automatic,Gray,7.762980458
1500,Petrol,5,Chevrolet,Manual,Black,19.26737663
800,Diesel,1,Honda,Automatic,White,22.71329182
2500,Petrol,5,BMW,Manual,Silver,15.03210627
4000,Electric,3,Toyota,Manual,Red,21.67238632
800,Diesel,4,Hyundai,Automatic,Black,16.24455184
1200,Petrol,5,Toyota,Automatic,Blue,10.67436146
1000,Petrol,4,BMW,Automatic,Red,13.45089731
1200,Electric,1,Volkswagen,Manual,Gray,7.420026129
2500,Electric,5,Nissan,Manual,Gray,23.26720247
2000,Electric,5,Volkswagen,Automatic,Blue,16.38195833
2000,Diesel,3,BMW,Automatic,Blue,20.77348578
1500,Petrol,5,Toyota,Manual,Red,15.83285223
800,Electric,5,Toyota,Automatic,Black,21.42274422
4000,Petrol,2,Ford,Automatic,Black,22.99856124
4000,Electric,3,BMW,Manual,White,20.00632802
5000,Petrol,2,Nissan,Automatic,Red,14.35180575
3000,Diesel,3,Toyota,Manual,Silver,8.51904021
3000,Petrol,1,Honda,Manual,Gray,18.36663635
1200,Petrol,2,Honda,Automatic,Gray,19.33140148
4000,Diesel,2,Ford,Automatic,Gray,20.11786316
5000,Electric,1,Ford,Automatic,Gray,22.91449616
3000,Electric,1,Nissan,Automatic,Silver,25.51438877
5000,Electric,1,Volkswagen,Manual,Blue,20.78004349
1200,Diesel,5,Honda,Automatic,Blue,20.95987247
1000,Petrol,2,Volkswagen,Automatic,Red,22.74730006
800,Petrol,3,Toyota,Manual,White,23.35538232
2500,Diesel,2,BMW,Manual,White,21.44151261
1500,Diesel,4,Tesla,Automatic,Silver,10.54051062
1800,Electric,3,Volkswagen,Manual,Gray,21.83906911
1500,Diesel,5,Honda,Automatic,Blue,18.90263021
2000,Electric,5,Kia,Automatic,White,9.678207758
2500,Diesel,5,Toyota,Manual,Blue,16.54060434
1800,Electric,4,Chevrolet,Manual,Gray,20.36590105
2500,Diesel,3,Chevrolet,Manual,Black,15.22121805
1000,Electric,5,Tesla,Manual,Silver,21.17828858
1800,Electric,5,Volkswagen,Manual,Red,22.67616195
800,Diesel,1,Tesla,Manual,White,16.59932764
800,Diesel,2,Kia,Automatic,Black,22.80264713
1000,Electric,3,Kia,Automatic,Red,22.41572824
800,Electric,4,Kia,Automatic,Gray,15.46312835
5000,Petrol,4,Kia,Manual,White,21.69791995
1000,Petrol,1,Ford,Automatic,Red,12.36641108
1500,Petrol,1,Chevrolet,Automatic,Silver,10.54792094
3000,Electric,2,BMW,Automatic,Silver,12.97564299
4000,Petrol,1,Kia,Manual,Silver,10.77017691
1000,Diesel,3,Ford,Manual,Black,14.84492053
2000,Petrol,2,Hyundai,Manual,Red,14.15786776
1800,Petrol,1,Ford,Manual,Silver,18.31851906
800,Petrol,2,BMW,Manual,Gray,16.80473861
800,Petrol,4,Hyundai,Manual,Blue,8.037656423
1000,Electric,5,Honda,Automatic,Black,17.38147288
3000,Diesel,3,Kia,Automatic,Black,16.57982987
3000,Electric,2,Honda,Automatic,Gray,17.79824991
1000,Petrol,5,Toyota,Manual,Gray,18.61999183
1000,Diesel,3,Volkswagen,Manual,Blue,19.14282947
2000,Diesel,5,Ford,Automatic,Blue,19.50699977
800,Diesel,1,Kia,Automatic,White,9.489486232
4000,Petrol,5,Ford,Manual,Blue,15.41930924
2500,Petrol,3,Honda,Automatic,Black,17.48724335
1200,Diesel,1,Kia,Manual,Gray,17.01317636
2000,Petrol,1,Chevrolet,Automatic,Blue,17.77691842
2500,Petrol,3,Toyota,Manual,Black,20.67887409
1500,Petrol,2,Honda,Manual,Blue,19.00891378
1500,Petrol,3,Volkswagen,Manual,Black,18.18854044
800,Diesel,5,Hyundai,Manual,Black,10.86105583
3000,Diesel,5,Ford,Automatic,Gray,20.35598604
1200,Electric,4,Honda,Automatic,White,19.36607564
1200,Electric,3,Nissan,Manual,Gray,14.38577833
1500,Electric,2,Kia,Automatic,Blue,25.77195016
1800,Diesel,4,Chevrolet,Automatic,Black,0.151030057
2500,Diesel,4,Kia,Automatic,Blue,6.634068057
2500,Petrol,4,Nissan,Manual,Gray,21.14230941
800,Electric,2,Chevrolet,Automatic,Red,15.15443297
2000,Electric,3,Hyundai,Manual,Silver,11.81758114
2500,Petrol,5,Honda,Automatic,White,19.6695914
5000,Petrol,4,Toyota,Automatic,Blue,17.99048297
4000,Electric,3,Tesla,Automatic,Silver,20.56137807
5000,Electric,4,Ford,Manual,Black,25.78051121
2500,Petrol,2,Chevrolet,Automatic,Blue,14.08447857
1500,Diesel,1,Hyundai,Automatic,White,10.58714334
800,Diesel,2,Kia,Manual,Gray,9.887027803
2000,Petrol,1,Chevrolet,Manual,Red,15.78310725
1200,Diesel,1,Chevrolet,Manual,Red,12.72459085
1500,Diesel,2,Chevrolet,Automatic,Silver,16.13286959
4000,Petrol,4,Hyundai,Automatic,Blue,24.79034967
800,Diesel,3,Tesla,Automatic,Black,18.84382235
5000,Diesel,3,Hyundai,Manual,Red,14.07192261
800,Electric,5,Hyundai,Manual,Red,22.79398341
1800,Electric,2,Hyundai,Automatic,Gray,18.2978978
4000,Petrol,5,BMW,Automatic,Black,19.42516509
3000,Petrol,3,Hyundai,Manual,Black,20.95812329
1200,Diesel,2,Hyundai,Manual,Blue,23.24808702
2000,Petrol,2,Nissan,Automatic,Blue,27.71322894
2500,Diesel,2,Honda,Automatic,Black,14.27789267
5000,Diesel,1,Honda,Automatic,Blue,22.12380747
4000,Diesel,4,Nissan,Automatic,Black,11.7344725
1200,Petrol,4,Tesla,Automatic,Gray,25.085339
2000,Electric,4,Hyundai,Manual,Silver,17.5512744
1000,Petrol,4,Volkswagen,Manual,Gray,28.65468668
1800,Electric,2,Honda,Manual,Silver,16.04260348
3000,Electric,2,Toyota,Manual,Gray,24.08364933
2000,Petrol,5,Toyota,Automatic,Black,23.84125357
1800,Petrol,4,Kia,Manual,Red,18.93291422
800,Petrol,4,Tesla,Manual,Black,17.54529784
3000,Petrol,3,Chevrolet,Manual,Red,19.66039571
3000,Electric,4,Chevrolet,Manual,Silver,6.561248576
800,Diesel,2,Toyota,Manual,Gray,13.29369035
3000,Diesel,5,Kia,Manual,Silver,17.94092467
1800,Diesel,4,Hyundai,Manual,Blue,19.55548382
2000,Diesel,3,Honda,Manual,White,23.57731172
1200,Petrol,4,Kia,Automatic,White,20.74045436
1000,Petrol,3,Honda,Automatic,White,19.24617704
2000,Petrol,5,Toyota,Manual,Black,18.84851858
2000,Diesel,1,Tesla,Manual,Blue,24.89278513
1200,Petrol,4,Kia,Manual,Gray,18.26987458
1200,Diesel,4,Chevrolet,Automatic,Silver,8.467881848
5000,Diesel,1,Nissan,Manual,Black,17.20497493
800,Diesel,2,Kia,Manual,White,20.80666568
2000,Electric,2,Toyota,Manual,Blue,16.31311695
1000,Diesel,4,Toyota,Automatic,Blue,24.87188834
5000,Electric,2,Kia,Automatic,Gray,23.90678472
1200,Diesel,2,BMW,Manual,Black,15.25337269
3000,Petrol,1,Hyundai,Manual,Black,15.72112353
1800,Diesel,4,Volkswagen,Automatic,White,14.13624605
1800,Electric,5,Toyota,Manual,Black,9.357399895
2000,Diesel,4,Hyundai,Automatic,Gray,18.2474057
1500,Petrol,4,Tesla,Manual,White,19.75964619
800,Petrol,4,BMW,Automatic,Gray,18.42697932
1000,Petrol,1,Tesla,Automatic,Gray,14.03494972
2000,Petrol,2,Tesla,Automatic,Blue,20.22552038
1200,Petrol,1,Kia,Manual,Red,27.48371973
3000,Electric,4,Chevrolet,Manual,Blue,16.64741299
2000,Petrol,3,Toyota,Automatic,Red,16.63953235
1200,Petrol,3,Chevrolet,Manual,Silver,18.70337894
1500,Electric,4,Volkswagen,Automatic,Black,20.5446157
2000,Diesel,4,Volkswagen,Automatic,Red,23.06920454
1800,Electric,1,Volkswagen,Automatic,White,18.86119318
3000,Petrol,4,Chevrolet,Manual,Red,20.42272755
2000,Diesel,2,Volkswagen,Manual,Blue,15.42699795
1000,Electric,2,Ford,Automatic,Black,16.73564997
4000,Petrol,1,Volkswagen,Manual,White,20.82533293
3000,Petrol,2,BMW,Manual,Black,17.49203921
